period,reporterCode,reporterDesc,partnerCode,partnerDesc,cmdCode,cmdDesc,flowCode,flowDesc,primaryValue,netWgt,qty,qtyUnitAbbr
2022,372,Ireland,196,Cyprus,160553,"Mollusc preparations; mussels, prepared or preserved",X,Export,14505.745,5510.0,5510.0,kg
2023,372,Ireland,196,Cyprus,160553,"Mollusc preparations; mussels, prepared or preserved",X,Export,17300.298,6400.0,6400.0,kg
