period,reporterCode,reporterDesc,partnerCode,partnerDesc,cmdCode,cmdDesc,flowCode,flowDesc,primaryValue,netWgt,qty,qtyUnitAbbr
2022,380,Italy,705,Slovenia,120740,"Oil seeds; sesamum seeds, whether or not broken",X,Export,9743.859,1904.0,1904.0,kg
2023,380,Italy,705,Slovenia,120740,"Oil seeds; sesamum seeds, whether or not broken",X,Export,8836.127,1447.0,1447.0,kg
