period,reporterCode,reporterDesc,partnerCode,partnerDesc,cmdCode,cmdDesc,flowCode,flowDesc,primaryValue,netWgt,qty,qtyUnitAbbr
2022,616,Poland,372,Ireland,100590,"Cereals; maize (corn), other than seed",X,Export,6127256.0,18948344.0,18948344.0,kg
2023,616,Poland,372,Ireland,100590,"Cereals; maize (corn), other than seed",X,Export,19221704.0,81284507.0,81284507.0,kg
