period,reporterCode,reporterDesc,partnerCode,partnerDesc,cmdCode,cmdDesc,flowCode,flowDesc,primaryValue,netWgt,qty,qtyUnitAbbr
2022,528,Netherlands,616,Poland,120740,"Oil seeds; sesamum seeds, whether or not broken",X,Export,3020979.591,1221283.0,1221283.0,kg
2023,528,Netherlands,616,Poland,120740,"Oil seeds; sesamum seeds, whether or not broken",X,Export,2921637.55,846639.0,846639.0,kg
