period,reporterCode,reporterDesc,partnerCode,partnerDesc,cmdCode,cmdDesc,flowCode,flowDesc,primaryValue,netWgt,qty,qtyUnitAbbr
2022,100,Bulgaria,372,Ireland,100590,"Cereals; maize (corn), other than seed",X,Export,83.865,18.0,18.0,kg
2022,100,Bulgaria,372,Ireland,100590,"Cereals; maize (corn), other than seed",X,Export,83.865,18.0,18.0,kg
2022,100,Bulgaria,372,Ireland,100590,"Cereals; maize (corn), other than seed",X,Export,83.865,18.0,18.0,kg
2022,100,Bulgaria,372,Ireland,100590,"Cereals; maize (corn), other than seed",X,Export,83.865,18.0,18.0,kg
2023,100,Bulgaria,372,Ireland,100590,"Cereals; maize (corn), other than seed",X,Export,113.877,21.0,21.0,kg
2023,100,Bulgaria,372,Ireland,100590,"Cereals; maize (corn), other than seed",X,Export,113.877,21.0,21.0,kg
2023,100,Bulgaria,372,Ireland,100590,"Cereals; maize (corn), other than seed",X,Export,113.877,21.0,21.0,kg
2023,100,Bulgaria,372,Ireland,100590,"Cereals; maize (corn), other than seed",X,Export,113.877,21.0,21.0,kg
