period,reporterCode,reporterDesc,partnerCode,partnerDesc,cmdCode,cmdDesc,flowCode,flowDesc,primaryValue,netWgt,qty,qtyUnitAbbr
2022,616,Poland,528,Netherlands,100590,"Cereals; maize (corn), other than seed",X,Export,185123595.0,539360620.0,539360620.0,kg
2023,616,Poland,528,Netherlands,100590,"Cereals; maize (corn), other than seed",X,Export,278217040.0,1030958100.0,1030958100.0,kg
