period,reporterCode,reporterDesc,partnerCode,partnerDesc,cmdCode,cmdDesc,flowCode,flowDesc,primaryValue,netWgt,qty,qtyUnitAbbr
2023,276,Germany,380,Italy,120740,"Oil seeds; sesamum seeds, whether or not broken",X,Export,1891199.892,568483.0,568483.0,kg
2023,276,Germany,380,Italy,120740,"Oil seeds; sesamum seeds, whether or not broken",X,Export,78.502,8.0,8.0,kg
2023,276,Germany,380,Italy,120740,"Oil seeds; sesamum seeds, whether or not broken",X,Export,1996928.973,606491.0,606491.0,kg
2023,276,Germany,380,Italy,120740,"Oil seeds; sesamum seeds, whether or not broken",X,Export,105650.58,38000.0,38000.0,kg
2023,276,Germany,380,Italy,120740,"Oil seeds; sesamum seeds, whether or not broken",X,Export,1891199.892,568483.0,568483.0,kg
2023,276,Germany,380,Italy,120740,"Oil seeds; sesamum seeds, whether or not broken",X,Export,78.502,8.0,8.0,kg
2023,276,Germany,380,Italy,120740,"Oil seeds; sesamum seeds, whether or not broken",X,Export,1996928.973,606491.0,606491.0,kg
2023,276,Germany,380,Italy,120740,"Oil seeds; sesamum seeds, whether or not broken",X,Export,105650.58,38000.0,38000.0,kg
2023,276,Germany,380,Italy,120740,"Oil seeds; sesamum seeds, whether or not broken",X,Export,1891199.892,568483.0,568483.0,kg
2023,276,Germany,380,Italy,120740,"Oil seeds; sesamum seeds, whether or not broken",X,Export,78.502,8.0,8.0,kg
