period,reporterCode,reporterDesc,partnerCode,partnerDesc,cmdCode,cmdDesc,flowCode,flowDesc,primaryValue,netWgt,qty,qtyUnitAbbr
2022,616,Poland,251,France,100590,"Cereals; maize (corn), other than seed",X,Export,57823082.0,188152225.0,188152225.0,kg
2023,616,Poland,251,France,100590,"Cereals; maize (corn), other than seed",X,Export,16833066.0,60608644.0,60608644.0,kg
