period,reporterCode,reporterDesc,partnerCode,partnerDesc,cmdCode,cmdDesc,flowCode,flowDesc,primaryValue,netWgt,qty,qtyUnitAbbr
2023,276,Germany,724,Spain,1006,Rice,X,Export,2986654.664,2970948.0,2970948.0,kg
2023,276,Germany,724,Spain,1006,Rice,X,Export,3036364.951,2983689.0,2983689.0,kg
2023,276,Germany,724,Spain,1006,Rice,X,Export,49710.288,12741.0,12741.0,kg
2023,276,Germany,724,Spain,1006,Rice,X,Export,2986654.664,2970948.0,2970948.0,kg
2023,276,Germany,724,Spain,1006,Rice,X,Export,3036364.951,2983689.0,2983689.0,kg
2023,276,Germany,724,Spain,1006,Rice,X,Export,49710.288,12741.0,12741.0,kg
2023,276,Germany,724,Spain,1006,Rice,X,Export,2986654.664,2970948.0,2970948.0,kg
2023,276,Germany,724,Spain,1006,Rice,X,Export,3036364.951,2983689.0,2983689.0,kg
2023,276,Germany,724,Spain,1006,Rice,X,Export,49710.288,12741.0,12741.0,kg
2023,276,Germany,724,Spain,1006,Rice,X,Export,2986654.664,2970948.0,2970948.0,kg
