period,reporterCode,reporterDesc,partnerCode,partnerDesc,cmdCode,cmdDesc,flowCode,flowDesc,primaryValue,netWgt,qty,qtyUnitAbbr
2023,251,France,528,Netherlands,110220,Cereal flour; of maize (corn),X,Export,1615794.235,1710167.0,1710167.0,kg
2023,251,France,528,Netherlands,110220,Cereal flour; of maize (corn),X,Export,1615794.235,1710167.0,1710167.0,kg
2023,251,France,528,Netherlands,110220,Cereal flour; of maize (corn),X,Export,285.66,174.0,174.0,kg
2023,251,France,528,Netherlands,110220,Cereal flour; of maize (corn),X,Export,285.66,174.0,174.0,kg
2023,251,France,528,Netherlands,110220,Cereal flour; of maize (corn),X,Export,37.07,12.0,12.0,kg
2023,251,France,528,Netherlands,110220,Cereal flour; of maize (corn),X,Export,37.07,12.0,12.0,kg
2023,251,France,528,Netherlands,110220,Cereal flour; of maize (corn),X,Export,1615471.504,1709981.0,1709981.0,kg
2023,251,France,528,Netherlands,110220,Cereal flour; of maize (corn),X,Export,1615471.504,1709981.0,1709981.0,kg
