period,reporterCode,reporterDesc,partnerCode,partnerDesc,cmdCode,cmdDesc,flowCode,flowDesc,primaryValue,netWgt,qty,qtyUnitAbbr
2022,100,Bulgaria,208,Denmark,100590,"Cereals; maize (corn), other than seed",X,Export,35228.499,72462.0,72462.0,kg
2022,100,Bulgaria,208,Denmark,100590,"Cereals; maize (corn), other than seed",X,Export,35228.499,72462.0,72462.0,kg
2022,100,Bulgaria,208,Denmark,100590,"Cereals; maize (corn), other than seed",X,Export,35228.499,72462.0,72462.0,kg
2022,100,Bulgaria,208,Denmark,100590,"Cereals; maize (corn), other than seed",X,Export,35228.499,72462.0,72462.0,kg
2023,100,Bulgaria,208,Denmark,100590,"Cereals; maize (corn), other than seed",X,Export,18889.237,25200.0,25200.0,kg
2023,100,Bulgaria,208,Denmark,100590,"Cereals; maize (corn), other than seed",X,Export,18889.237,25200.0,25200.0,kg
2023,100,Bulgaria,208,Denmark,100590,"Cereals; maize (corn), other than seed",X,Export,18889.237,25200.0,25200.0,kg
2023,100,Bulgaria,208,Denmark,100590,"Cereals; maize (corn), other than seed",X,Export,18889.237,25200.0,25200.0,kg
